"Sensitivity Excess Phase - dB SPL/watt (8 ohms, @0.50 meters) (High)"
      "Hz"  "Mag (dB)"       "deg"
14000.000000, 6.430, -52.1724
14500.000000, 2.617, -52.9146
15000.000000, 0.982, -42.7944
15500.000000, 0.421, -44.3345
16000.000000, -0.929, -40.1445
16500.000000, -0.356, -32.9585
17000.000000, 0.721, -40.8789
17500.000000, 0.027, -54.4438
18000.000000, -1.506, -61.6919
18500.000000, -3.130, -64.1528
19000.000000, -4.088, -64.2329
19500.000000, -4.794, -69.2368
20000.000000, -6.236, -71.2969
